human_input	human_symbol	human_gene_id	input_match	zebrafish_symbol	zebrafish_gene_id	relationship	n_zebrafish_orthologs	status
POMGNT1	POMGNT1	55624	official_symbol	pomgnt1	571876	Ortholog	1	mapped
POMT1	POMT1	10585	official_symbol	pomt1	569769	Ortholog	1	mapped
POMT2	POMT2	29954	official_symbol	pomt2	563878	Ortholog	1	mapped
PPARG	PPARG	5468	official_symbol	pparg	557037	Ortholog	1	mapped
RFC4	RFC4	5984	official_symbol	rfc4	406435	Ortholog	1	mapped
RILPL1	RILPL1	353116	official_symbol	rilpl1	780843	Ortholog	1	mapped
RYR3	RYR3	6263	official_symbol	ryr3	561350	Ortholog	1	mapped
SCO2	SCO2	9997	official_symbol	sco2	606683	Ortholog	1	mapped
SGCA	SGCA	6442	official_symbol				0	no_zebrafish_ortholog
SGCB	SGCB	6443	official_symbol	sgcb	559788	Ortholog	1	mapped
SGCG	SGCG	6445	official_symbol	sgcg	445292	Ortholog	1	mapped
SLC25A12	SLC25A12	8604	official_symbol	slc25a12	337675	Ortholog	1	mapped
SMN1	SMN1	6606	official_symbol				0	no_zebrafish_ortholog
SMPX	SMPX	23676	official_symbol	smpx	431732	Ortholog	1	mapped
SQSTM1	SQSTM1	8878	official_symbol	sqstm1	406452	Ortholog	1	mapped
STIM1	STIM1	6786	official_symbol	stim1b	100005700	Ortholog	1	mapped
SUCLG1	SUCLG1	8802	official_symbol	suclg1	436850	Ortholog	1	mapped
SYNE1	SYNE1	23345	official_symbol	syne1b	567576	Ortholog	1	mapped
SYNE2	SYNE2	23224	official_symbol				0	no_zebrafish_ortholog
SYT2	SYT2	127833	official_symbol				0	no_zebrafish_ortholog
TAMM41	TAMM41	132001	official_symbol	tamm41	641323	Ortholog	1	mapped
TBCK	TBCK	93627	official_symbol	tbck	791155	Ortholog	1	mapped
THOC2	THOC2	57187	official_symbol	thoc2	368417	Ortholog	1	mapped
TMEM43	TMEM43	79188	official_symbol	tmem43	406520	Ortholog	1	mapped
TOR1AIP1	TOR1AIP1	26092	official_symbol				0	no_zebrafish_ortholog
TPM2	TPM2	7169	official_symbol				0	no_zebrafish_ortholog
TPM3	TPM3	7170	official_symbol				0	no_zebrafish_ortholog
TRIM32	TRIM32	22954	official_symbol	trim32	562764	Ortholog	1	mapped
TRIP4	TRIP4	9325	official_symbol	trip4	568585	Ortholog	1	mapped
TWNK	TWNK	56652	official_symbol	twnk	100330448	Ortholog	1	mapped
UNC45B	UNC45B	146862	official_symbol	unc45b	266640	Ortholog	1	mapped
VCP	VCP	7415	official_symbol	vcp	327197	Ortholog	1	mapped
VRK1	VRK1	7443	official_symbol	vrk1	406694	Ortholog	1	mapped
YME1L1	YME1L1	10730	official_symbol	yme1l1b	557907	Ortholog	1	mapped
ACAD9	ACAD9	28976	official_symbol	acad9	724002	Ortholog	1	mapped
AFG3L2	AFG3L2	10939	official_symbol	afg3l2	569168	Ortholog	1	mapped
AGK	AGK	55750	official_symbol	agk	334270	Ortholog	1	mapped
AHDC1	AHDC1	27245	official_symbol	ahdc1	100536210	Ortholog	1	mapped
ATP5F1A	ATP5F1A	498	official_symbol	atp5f1a	553755	Ortholog	1	mapped
ATP5F1D	ATP5F1D	513	official_symbol	atp5f1d	335709	Ortholog	1	mapped
ATP5F1E	ATP5F1E	514	official_symbol	atp5f1e	798291	Ortholog	1	mapped
ATPAF2	ATPAF2	91647	official_symbol	atpaf2	560253	Ortholog	1	mapped
BCS1L	BCS1L	617	official_symbol	bcs1l	394157	Ortholog	1	mapped
BOLA3	BOLA3	388962	official_symbol	bola3	445131	Ortholog	1	mapped
C1QBP	C1QBP	708	official_symbol	c1qbp	334619	Ortholog	1	mapped
CARS2	CARS2	79587	official_symbol	cars2	555187	Ortholog	1	mapped
CHCHD10	CHCHD10	400916	official_symbol	chchd10	393757	Ortholog	1	mapped
COA3	COA3	28958	official_symbol	coa3a	100141351	Ortholog	1	mapped
COA5	COA5	493753	official_symbol	coa5	751633	Ortholog	1	mapped
COA6	COA6	388753	official_symbol	coa6	100150991	Ortholog	1	mapped
COA8	COA8	84334	official_symbol	coa8	798687	Ortholog	1	mapped
COQ4	COQ4	51117	official_symbol	coq4	100137123	Ortholog	1	mapped
COX16	COX16	51241	official_symbol	cox16	550257	Ortholog	1	mapped
COX20	COX20	116228	official_symbol	cox20	436985	Ortholog	1	mapped
COX4I1	COX4I1	1327	official_symbol	cox4i1	326975	Ortholog	1	mapped
COX5A	COX5A	9377	official_symbol	cox5ab	326962	Ortholog	1	mapped
COX6A2	COX6A2	1339	official_symbol				0	no_zebrafish_ortholog
CRLS1	CRLS1	54675	official_symbol	crls1	405867	Ortholog	1	mapped
CYC1	CYC1	1537	official_symbol	cyc1	564379	Ortholog	1	mapped
DGUOK	DGUOK	1716	official_symbol				0	no_zebrafish_ortholog
EARS2	EARS2	124454	official_symbol	ears2	751732	Ortholog	1	mapped
ELAC2	ELAC2	60528	official_symbol	elac2	492652	Ortholog	1	mapped
FBXL4	FBXL4	26235	official_symbol	fbxl4	492349	Ortholog	1	mapped
FDX2	FDX2	112812	official_symbol	fdx2	767726	Ortholog	1	mapped
FLAD1	FLAD1	80308	official_symbol	flad1	445492	Ortholog	1	mapped
FOXRED1	FOXRED1	55572	official_symbol	foxred1	556387	Ortholog	1	mapped
GATC	GATC	283459	official_symbol	gatc	558898	Ortholog	1	mapped
GFER	GFER	2671	official_symbol	gfer	560433	Ortholog	1	mapped
GFM1	GFM1	85476	official_symbol	gfm1	561840	Ortholog	1	mapped
GFM2	GFM2	84340	official_symbol	gfm2	558184	Ortholog	1	mapped
GTPBP3	GTPBP3	84705	official_symbol	gtpbp3	553807	Ortholog	1	mapped
HACD1	HACD1	9200	official_symbol				0	no_zebrafish_ortholog
IARS2	IARS2	55699	official_symbol	iars2	100001219	Ortholog	1	mapped
IBA57	IBA57	200205	official_symbol	iba57	100330979	Ortholog	1	mapped
ISCA2	ISCA2	122961	official_symbol	isca2	100150438	Ortholog	1	mapped
KARS1	KARS1	3735	official_symbol	kars1	280647	Ortholog	1	mapped
LRPPRC	LRPPRC	10128	official_symbol	lrpprc	557195	Ortholog	1	mapped
LYRM7	LYRM7	90624	official_symbol	lyrm7	100002948	Ortholog	1	mapped
MECR	MECR	51102	official_symbol	mecr	550550	Ortholog	1	mapped
MGME1	MGME1	92667	official_symbol	mgme1	494097	Ortholog	1	mapped
MIEF2	MIEF2	125170	official_symbol				0	no_zebrafish_ortholog
MPV17	MPV17	4358	official_symbol	mpv17	394140	Ortholog	1	mapped
MRM2	MRM2	29960	official_symbol	mrm2	555586	Ortholog	1	mapped
MRPL12	MRPL12	6182	official_symbol	mrpl12	550391	Ortholog	1	mapped
MRPL39	MRPL39	54148	official_symbol	mrpl39	334588	Ortholog	1	mapped
MRPS14	MRPS14	63931	official_symbol	mrps14	751639	Ortholog	1	mapped
MRPS16	MRPS16	51021	official_symbol	mrps16	450009	Ortholog	1	mapped
MRPS22	MRPS22	56945	official_symbol	mrps22	556778	Ortholog	1	mapped
MRPS23	MRPS23	51649	official_symbol	mrps23	445221	Ortholog	1	mapped
MRPS25	MRPS25	64432	official_symbol	mrps25	550252	Ortholog	1	mapped
MT-ND1			not_found				0	human_gene_not_found
MT-ND2			not_found				0	human_gene_not_found
MT-ND3			not_found				0	human_gene_not_found
MT-TE			not_found				0	human_gene_not_found
MT-TL1			not_found				0	human_gene_not_found
MTFMT	MTFMT	123263	official_symbol	mtfmt	556680	Ortholog	1	mapped
MTO1	MTO1	25821	official_symbol	mto1	100009640	Ortholog	1	mapped
MTRFR	MTRFR	91574	official_symbol	mtrfr	100004874	Ortholog	1	mapped
NARS2	NARS2	79731	official_symbol	nars2	561673	Ortholog	1	mapped
NAXE	NAXE	128240	official_symbol	naxe	436891	Ortholog	1	mapped
NDUFA1	NDUFA1	4694	official_symbol	ndufa1	415243	Ortholog	1	mapped
NDUFA10	NDUFA10	4705	official_symbol	ndufa10	321951	Ortholog	1	mapped
NDUFA11	NDUFA11	126328	official_symbol	ndufa11	393497	Ortholog	1	mapped
NDUFA12	NDUFA12	55967	official_symbol	ndufa12	556538	Ortholog	1	mapped
NDUFA13	NDUFA13	51079	official_symbol	ndufa13	393687	Ortholog	1	mapped
NDUFA2	NDUFA2	4695	official_symbol	ndufa2	554125	Ortholog	1	mapped
NDUFA6	NDUFA6	4700	official_symbol	ndufa6	393943	Ortholog	1	mapped
NDUFA8	NDUFA8	4702	official_symbol	ndufa8	393700	Ortholog	1	mapped
NDUFA9	NDUFA9	4704	official_symbol	ndufa9a	541331	Ortholog	1	mapped
NDUFAF1	NDUFAF1	51103	official_symbol	ndufaf1	503714	Ortholog	1	mapped
NDUFAF2	NDUFAF2	91942	official_symbol	ndufaf2	100003850	Ortholog	1	mapped
NDUFAF3	NDUFAF3	25915	official_symbol	ndufaf3	791133	Ortholog	1	mapped
NDUFAF4	NDUFAF4	29078	official_symbol	ndufaf4	794169	Ortholog	1	mapped
NDUFAF5	NDUFAF5	79133	official_symbol	ndufaf5	794020	Ortholog	1	mapped
NDUFAF6	NDUFAF6	137682	official_symbol	ndufaf6	569692	Ortholog	1	mapped
NDUFAF8	NDUFAF8	284184	official_symbol	ndufaf8	386981	Ortholog	1	mapped
NDUFB10	NDUFB10	4716	official_symbol	ndufb10	393703	Ortholog	1	mapped
NDUFB11	NDUFB11	54539	official_symbol	ndufb11	562219	Ortholog	1	mapped
NDUFB3	NDUFB3	4709	official_symbol				0	no_zebrafish_ortholog
NDUFB7	NDUFB7	4713	official_symbol	ndufb7	393821	Ortholog	1	mapped
NDUFB8	NDUFB8	4714	official_symbol	ndufb8	393829	Ortholog	1	mapped
NDUFB9	NDUFB9	4715	official_symbol	ndufb9	573021	Ortholog	1	mapped
NDUFC2	NDUFC2	4718	official_symbol	ndufc2	541390	Ortholog	1	mapped
NDUFS1	NDUFS1	4719	official_symbol	ndufs1	493605	Ortholog	1	mapped
NDUFS2	NDUFS2	4720	official_symbol	ndufs2	553672	Ortholog	1	mapped
NDUFS3	NDUFS3	4722	official_symbol	ndufs3	550451	Ortholog	1	mapped
NDUFS4	NDUFS4	4724	official_symbol	ndufs4	573689	Ortholog	1	mapped
NDUFS6	NDUFS6	4726	official_symbol	ndufs6	447913	Ortholog	1	mapped
NDUFS7	NDUFS7	374291	official_symbol	ndufs7	796997	Ortholog	1	mapped
NDUFS8	NDUFS8	4728	official_symbol				0	no_zebrafish_ortholog
NDUFV1	NDUFV1	4723	official_symbol	ndufv1	445291	Ortholog	1	mapped
NDUFV2	NDUFV2	4729	official_symbol	ndufv2	393720	Ortholog	1	mapped
NFS1	NFS1	9054	official_symbol	nfs1	562714	Ortholog	1	mapped
NFU1	NFU1	27247	official_symbol				0	no_zebrafish_ortholog
NSUN3	NSUN3	63899	official_symbol	nsun3	553534	Ortholog	1	mapped
NUBPL	NUBPL	80224	official_symbol	nubpl	436715	Ortholog	1	mapped
PET100	PET100	100131801	official_symbol	pet100	100334510	Ortholog	1	mapped
PET117	PET117	100303755	official_symbol	pet117	100303756	Ortholog	1	mapped
PTCD3	PTCD3	55037	official_symbol	ptcd3	553325	Ortholog	1	mapped
PUS1	PUS1	80324	official_symbol	pus1	494060	Ortholog	1	mapped
QRSL1	QRSL1	55278	official_symbol	qrsl1	327329	Ortholog	1	mapped
RARS2	RARS2	57038	official_symbol	rars2	393589	Ortholog	1	mapped
RRM2B	RRM2B	50484	official_symbol				0	no_zebrafish_ortholog
SDHA	SDHA	6389	official_symbol	sdha	393884	Ortholog	1	mapped
SDHB	SDHB	6390	official_symbol	sdhb	562149	Ortholog	1	mapped
SDHD	SDHD	6392	official_symbol	sdhdb	445500	Ortholog	1	mapped
SFXN4	SFXN4	119559	official_symbol	sfxn4	556121	Ortholog	1	mapped
SLC25A10	SLC25A10	1468	official_symbol	slc25a10a	100332610	Ortholog	1	mapped
SLC25A26	SLC25A26	115286	official_symbol	slc25a26	560478	Ortholog	1	mapped
SLC25A4	SLC25A4	291	official_symbol	slc25a4	327067	Ortholog	1	mapped
SLC39A8	SLC39A8	64116	official_symbol				0	no_zebrafish_ortholog
SUCLA2	SUCLA2	8803	official_symbol	sucla2	406299	Ortholog	1	mapped
TEFM	TEFM	79736	official_symbol	tefm	566236	Ortholog	1	mapped
TIMM22	TIMM22	29928	official_symbol	timm22	100537779	Ortholog	1	mapped
TIMM50	TIMM50	92609	official_symbol	timm50	393638	Ortholog	1	mapped
TIMMDC1	TIMMDC1	51300	official_symbol	timmdc1	550526	Ortholog	1	mapped
TK2	TK2	7084	official_symbol	tk2	437016	Ortholog	1	mapped
TMEM126B	TMEM126B	55863	official_symbol				0	no_zebrafish_ortholog
TMEM70	TMEM70	54968	official_symbol	tmem70	100002535	Ortholog	1	mapped
TRIT1	TRIT1	54802	official_symbol	trit1	553523	Ortholog	1	mapped
TRMT10C	TRMT10C	54931	official_symbol	trmt10c	492460	Ortholog	1	mapped
TRMT5	TRMT5	57570	official_symbol	trmt5	564078	Ortholog	1	mapped
TRMU	TRMU	55687	official_symbol	trmu	553625	Ortholog	1	mapped
TSFM	TSFM	10102	official_symbol	tsfm	567785	Ortholog	1	mapped
TTC19	TTC19	54902	official_symbol	ttc19	564788	Ortholog	1	mapped
TXN2	TXN2	25828	official_symbol	txn2	402938	Ortholog	1	mapped
UQCC3	UQCC3	790955	official_symbol	uqcc3	558925	Ortholog	1	mapped
UQCRB	UQCRB	7381	official_symbol	uqcrb	554154	Ortholog	1	mapped
UQCRH	UQCRH	7388	official_symbol	uqcrh	566723	Ortholog	1	mapped
UQCRQ	UQCRQ	27089	official_symbol	uqcrq	436768	Ortholog	1	mapped
VARS2	VARS2	57176	official_symbol	vars2	100170827	Ortholog	1	mapped
YARS2	YARS2	51067	official_symbol	yars2	556702	Ortholog	1	mapped
CHKB	CHKB	1120	official_symbol	chkb	563589	Ortholog	1	mapped
DNA2	DNA2	1763	official_symbol	dna2	559535	Ortholog	1	mapped
FH	FH	2271	official_symbol	fh	393938	Ortholog	1	mapped
FUS	FUS	2521	official_symbol	fus	394058	Ortholog	1	mapped
GGPS1	GGPS1	9453	official_symbol	ggps1	336798	Ortholog	1	mapped
GYG1	GYG1	2992	official_symbol				0	no_zebrafish_ortholog
HSD17B10	HSD17B10	3028	official_symbol	hsd17b10	450078	Ortholog	1	mapped
MFF	MFF	56947	official_symbol	mffa	393508	Ortholog	1	mapped
SLC25A3	SLC25A3	5250	official_symbol				0	no_zebrafish_ortholog
SPG7	SPG7	6687	official_symbol	spg7	794740	Ortholog	1	mapped
TAFAZZIN	TAFAZZIN	6901	official_symbol	tafazzin	321965	Ortholog	1	mapped
TARDBP	TARDBP	23435	official_symbol	tardbpa	386630	Ortholog	1	mapped
TBK1	TBK1	29110	official_symbol	tbk1	692289	Ortholog	1	mapped
MT-ATP6			not_found				0	human_gene_not_found
MT-CO1			not_found				0	human_gene_not_found
MT-CO2	MTCO2P12	107075310	synonym				0	no_zebrafish_ortholog
MT-CO3			not_found				0	human_gene_not_found
MT-ND4			not_found				0	human_gene_not_found
MT-ND5			not_found				0	human_gene_not_found
MT-ND6			not_found				0	human_gene_not_found
MT-TF			not_found				0	human_gene_not_found
MT-TH			not_found				0	human_gene_not_found
MT-TL2			not_found				0	human_gene_not_found
MT-TN			not_found				0	human_gene_not_found
MT-TQ			not_found				0	human_gene_not_found
MT-TS2			not_found				0	human_gene_not_found
MT-TW			not_found				0	human_gene_not_found
MT-CYB			not_found				0	human_gene_not_found
MT-TC			not_found				0	human_gene_not_found
MT-TK			not_found				0	human_gene_not_found
MT-TT			not_found				0	human_gene_not_found
MT-TV			not_found				0	human_gene_not_found
PNPLA8	PNPLA8	50640	official_symbol	pnpla8	100126812	Ortholog	1	mapped
POLG2	POLG2	11232	official_symbol	polg2	100150674	Ortholog	1	mapped
RRM1	RRM1	6240	official_symbol	rrm1	30740	Ortholog	1	mapped
TOP3A	TOP3A	7156	official_symbol	top3a	560212	Ortholog	1	mapped
TYMP	TYMP	1890	official_symbol	tymp	103910413	Ortholog	1	mapped
CAMKMT	CAMKMT	79823	official_symbol	camkmt	796749	Ortholog	1	mapped
CYP27A1	CYP27A1	1593	official_symbol				0	no_zebrafish_ortholog
DNAJC30	DNAJC30	84277	official_symbol				0	no_zebrafish_ortholog
MT-ND4L			not_found				0	human_gene_not_found
PNPT1	PNPT1	87178	official_symbol	pnpt1	100750260	Ortholog	1	mapped
PPM1B	PPM1B	5495	official_symbol	ppm1ba	30672	Ortholog	1	mapped
PREPL	PREPL	9581	official_symbol	prepl	796680	Ortholog	1	mapped
SLC3A1	SLC3A1	6519	official_symbol	slc3a1	557757	Ortholog	1	mapped
BRAT1	BRAT1	221927	official_symbol	brat1	678547	Ortholog	1	mapped
COX10	COX10	1352	official_symbol	cox10	553384	Ortholog	1	mapped
COX6B1	COX6B1	1340	official_symbol	cox6b1	436968	Ortholog	1	mapped
ETHE1	ETHE1	23474	official_symbol	ethe1	405865	Ortholog	1	mapped
FARS2	FARS2	10667	official_symbol	fars2	793097	Ortholog	1	mapped
LIG3	LIG3	3980	official_symbol	lig3	563276	Ortholog	1	mapped
MRPL44	MRPL44	65080	official_symbol	mrpl44	571210	Ortholog	1	mapped
RNASEH1	RNASEH1	246243	official_symbol	rnaseh1	436932	Ortholog	1	mapped
SLC25A42	SLC25A42	284439	official_symbol	slc25a42	751743	Ortholog	1	mapped
SURF1	SURF1	6834	official_symbol	surf1	557970	Ortholog	1	mapped
TACO1	TACO1	51204	official_symbol	taco1	570857	Ortholog	1	mapped
TFAM	TFAM	7019	official_symbol	tfam	571106	Ortholog	1	mapped
AGRN	AGRN	375790	official_symbol	agrn	565373	Ortholog	1	mapped
ALG14	ALG14	199857	official_symbol	alg14	450072	Ortholog	1	mapped
ALS2	ALS2	57679	official_symbol	als2b	100318899	Ortholog	1	mapped
BAG3	BAG3	9531	official_symbol	bag3	445139	Ortholog	1	mapped
CHAT	CHAT	1103	official_symbol	chata	100170938	Ortholog	1	mapped
CNBP	CNBP	7555	official_symbol	cnbpb	335839	Ortholog	1	mapped
CPT2	CPT2	1376	official_symbol	cpt2	100005717	Ortholog	1	mapped
GFPT1	GFPT1	2673	official_symbol				0	no_zebrafish_ortholog
GOLGA2	GOLGA2	2801	official_symbol	golga2	565431	Ortholog	1	mapped
HEXB	HEXB	3074	official_symbol	hexb	323613	Ortholog	1	mapped
HNRNPK	HNRNPK	3190	official_symbol	hnrnpk	406267	Ortholog	1	mapped
IFIH1	IFIH1	64135	official_symbol	ifih1	565759	Ortholog	1	mapped
LAMB2	LAMB2	3913	official_symbol	lamb2	337767	Ortholog	1	mapped
LPIN1	LPIN1	23175	official_symbol	lpin1a	799099	Ortholog	1	mapped
MYO9A	MYO9A	4649	official_symbol	myo9aa	100006612	Ortholog	1	mapped
PLOD1	PLOD1	5351	official_symbol	plod1a	777635	Ortholog	1	mapped
SARS2	SARS2	54938	official_symbol	sars2	394154	Ortholog	1	mapped
SIGMAR1	SIGMAR1	10280	official_symbol	sigmar1	393952	Ortholog	1	mapped
SLC18A3	SLC18A3	6572	official_symbol				0	no_zebrafish_ortholog
SLC25A1	SLC25A1	6576	official_symbol				0	no_zebrafish_ortholog
SLC5A7	SLC5A7	60482	official_symbol				0	no_zebrafish_ortholog
SNAP25	SNAP25	6616	official_symbol	snap25a	30712	Ortholog	1	mapped
SPTBN4	SPTBN4	57731	official_symbol	sptbn4b	100148730	Ortholog	1	mapped
SPTLC1	SPTLC1	10558	official_symbol	sptlc1	553981	Ortholog	1	mapped
TRAPPC11	TRAPPC11	60684	official_symbol	trappc11	323003	Ortholog	1	mapped
VAMP1	VAMP1	6843	official_symbol				0	no_zebrafish_ortholog
VPS13A	VPS13A	23230	official_symbol	vps13a	378837	Ortholog	1	mapped
DHX16	DHX16	8449	official_symbol	dhx16	336645	Ortholog	1	mapped
PHKA1	PHKA1	5255	official_symbol	phka1a	572183	Ortholog	1	mapped
VMA21	VMA21	203547	official_symbol	vma21	100307085	Ortholog	1	mapped
ADSS1	ADSS1	122622	official_symbol	adss1	407989	Ortholog	1	mapped
FLNC	FLNC	2318	official_symbol				0	no_zebrafish_ortholog
LDB3	LDB3	11155	official_symbol	ldb3a	794339	Ortholog	1	mapped
PLIN4	PLIN4	729359	official_symbol				0	no_zebrafish_ortholog
TNXB	TNXB	7148	official_symbol				0	no_zebrafish_ortholog
TRPV4	TRPV4	59341	official_symbol	trpv4	557850	Ortholog	1	mapped
AAAS	AAAS	8086	official_symbol	aaas	378454	Ortholog	1	mapped
AARS1	AARS1	16	official_symbol	aars1	324940	Ortholog	1	mapped
ABCA1	ABCA1	19	official_symbol				0	no_zebrafish_ortholog
ABCA2	ABCA2	20	official_symbol	abca2	100006090	Ortholog	1	mapped
ABCB6	ABCB6	10058	official_symbol	abcb6a	564067	Ortholog	1	mapped
ABCC8	ABCC8	6833	official_symbol	abcc8	553281	Ortholog	1	mapped
ABCD1	ABCD1	215	official_symbol	abcd1	566367	Ortholog	1	mapped
ABCD3	ABCD3	5825	official_symbol	abcd3a	406803	Ortholog	1	mapped
ABHD16A	ABHD16A	7920	official_symbol	abhd16a	564613	Ortholog	1	mapped
ABHD5	ABHD5	51099	official_symbol	abhd5a	566493	Ortholog	1	mapped
ACADM	ACADM	34	official_symbol	acadm	406283	Ortholog	1	mapped
ACADVL	ACADVL	37	official_symbol	acadvl	573723	Ortholog	1	mapped
ACBD5	ACBD5	91452	official_symbol	acbd5a	553674	Ortholog	1	mapped
ACOX1	ACOX1	51	official_symbol	acox1	449662	Ortholog	1	mapped
ACTL6B	ACTL6B	51412	official_symbol	actl6b	553775	Ortholog	1	mapped
ACY1	ACY1	95	official_symbol	acy1	393970	Ortholog	1	mapped
ADA2	ADA2	51816	official_symbol	ada2a	373884	Ortholog	1	mapped
ADAR	ADAR	103	official_symbol	adar	58119	Ortholog	1	mapped
ADCY5	ADCY5	111	official_symbol	adcy5	562619	Ortholog	1	mapped
ADCY6	ADCY6	112	official_symbol	adcy6a	570652	Ortholog	1	mapped
ADGRG1	ADGRG1	9289	official_symbol				0	no_zebrafish_ortholog
ADK	ADK	132	official_symbol				0	no_zebrafish_ortholog
ADNP	ADNP	23394	official_symbol	adnpb	100330315	Ortholog	1	mapped
ADPRS	ADPRS	54936	official_symbol	adprs	796446	Ortholog	1	mapped
AGL	AGL	178	official_symbol	agla	567798	Ortholog	1	mapped
AGTPBP1	AGTPBP1	23287	official_symbol	agtpbp1	554164	Ortholog	1	mapped
AK9	AK9	221264	official_symbol	ak9	557708	Ortholog	1	mapped
AKT1	AKT1	207	official_symbol	akt1	101910198	Ortholog	1	mapped
ALAD	ALAD	210	official_symbol	alad	550338	Ortholog	1	mapped
ALAS2	ALAS2	212	official_symbol				0	no_zebrafish_ortholog
ALDH18A1	ALDH18A1	5832	official_symbol	aldh18a1	557186	Ortholog	1	mapped
ALG13	ALG13	79868	official_symbol	alg13	557181	Ortholog	1	mapped
AMER1	AMER1	139285	official_symbol	amer1	100885784	Ortholog	1	mapped
AMPD1	AMPD1	270	official_symbol	ampd1	393867	Ortholog	1	mapped
AMPD3	AMPD3	272	official_symbol				0	no_zebrafish_ortholog
ANG	ANG	283	official_symbol				0	no_zebrafish_ortholog
ANK1	ANK1	286	official_symbol				0	no_zebrafish_ortholog
ANKH	ANKH	56172	official_symbol				0	no_zebrafish_ortholog
ANOS1	ANOS1	3730	official_symbol				0	no_zebrafish_ortholog
ANTXR1	ANTXR1	84168	official_symbol				0	no_zebrafish_ortholog
AP2S1	AP2S1	1175	official_symbol	ap2s1	100148085	Ortholog	1	mapped
AP3B2	AP3B2	8120	official_symbol	ap3b2	100000165	Ortholog	1	mapped
AP3D1	AP3D1	8943	official_symbol	ap3d1	563359	Ortholog	1	mapped
AP5Z1	AP5Z1	9907	official_symbol	ap5z1	100537934	Ortholog	1	mapped
APTX	APTX	54840	official_symbol	aptx	405797	Ortholog	1	mapped
AR	AR	367	official_symbol	ar	100005148	Ortholog	1	mapped
ARMC5	ARMC5	79798	official_symbol	armc5	569910	Ortholog	1	mapped
ARSA	ARSA	410	official_symbol	arsa	541416	Ortholog	1	mapped
ARX	ARX	170302	official_symbol	arxa	30657	Ortholog	1	mapped
ASAH1	ASAH1	427	official_symbol				0	no_zebrafish_ortholog
ASCC3	ASCC3	10973	official_symbol	ascc3	100332599	Ortholog	1	mapped
ASL	ASL	435	official_symbol	asl	393423	Ortholog	1	mapped
ASPA	ASPA	443	official_symbol	aspa	557232	Ortholog	1	mapped
ATG7	ATG7	10533	official_symbol	atg7	100333016	Ortholog	1	mapped
ATL1	ATL1	51062	official_symbol	atl1	571909	Ortholog	1	mapped
ATL3	ATL3	25923	official_symbol	atl3	449995	Ortholog	1	mapped
ATP13A2	ATP13A2	23400	official_symbol	atp13a2	568666	Ortholog	1	mapped
ATP13A3	ATP13A3	79572	official_symbol	atp13a3	572029	Ortholog	1	mapped
ATP1A1	ATP1A1	476	official_symbol				0	no_zebrafish_ortholog
ATP1A2	ATP1A2	477	official_symbol				0	no_zebrafish_ortholog
ATP1A3	ATP1A3	478	official_symbol				0	no_zebrafish_ortholog
ATP5MC3	ATP5MC3	518	official_symbol	atp5mc3a	394151	Ortholog	1	mapped
ATP5MK	ATP5MK	84833	official_symbol	atp5mk	794625	Ortholog	1	mapped
ATP6V1A	ATP6V1A	523	official_symbol	atp6v1ab	337583	Ortholog	1	mapped
ATP6V1E1	ATP6V1E1	529	official_symbol	atp6v1e1b	192335	Ortholog	1	mapped
ATP7A	ATP7A	538	official_symbol				0	no_zebrafish_ortholog
ATP7B	ATP7B	540	official_symbol	atp7b	556499	Ortholog	1	mapped
ATP9A	ATP9A	10079	official_symbol	atp9a	101886226	Ortholog	1	mapped
ATRX	ATRX	546	official_symbol	atrx	323299	Ortholog	1	mapped
ATXN1	ATXN1	6310	official_symbol	atxn1a	557340	Ortholog	1	mapped
ATXN2	ATXN2	6311	official_symbol	atxn2	569210	Ortholog	1	mapped
ATXN3	ATXN3	4287	official_symbol	atxn3	394079	Ortholog	1	mapped
ATXN7	ATXN7	6314	official_symbol	atxn7	100001490	Ortholog	1	mapped
B3GALNT2	B3GALNT2	148789	official_symbol	b3galnt2	553716	Ortholog	1	mapped
B4GALNT1	B4GALNT1	2583	official_symbol	b4galnt1b	793635	Ortholog	1	mapped
B4GAT1	B4GAT1	11041	official_symbol	b4gat1	101669768	Ortholog	1	mapped
BAP1	BAP1	8314	official_symbol	bap1	558885	Ortholog	1	mapped
BCOR	BCOR	54880	official_symbol	bcor	402921	Ortholog	1	mapped
BET1	BET1	10282	official_symbol	bet1	415135	Ortholog	1	mapped
BICD2	BICD2	23299	official_symbol	bicd2a	100330881	Ortholog	1	mapped
BICRA	BICRA	29998	official_symbol	bicra	386775	Ortholog	1	mapped
BIN1	BIN1	274	official_symbol				0	no_zebrafish_ortholog
BMP6	BMP6	654	official_symbol	bmp6	503761	Ortholog	1	mapped
BMS1	BMS1	9790	official_symbol	bms1	553241	Ortholog	1	mapped
BORCS8	BORCS8	729991	official_symbol	borcs8	558180	Ortholog	1	mapped
BRAF	BRAF	673	official_symbol	braf	403065	Ortholog	1	mapped
BRCC3	BRCC3	79184	official_symbol	brcc3	100333845	Ortholog	1	mapped
BSCL2	BSCL2	26580	official_symbol	bscl2	567403	Ortholog	1	mapped
BSND	BSND	7809	official_symbol	bsnd	497323	Ortholog	1	mapped
BTD	BTD	686	official_symbol	btd	555376	Ortholog	1	mapped
BTNL2	BTNL2	56244	official_symbol				0	no_zebrafish_ortholog
C19orf12	C19orf12	83636	official_symbol				0	no_zebrafish_ortholog
C9orf72	C9orf72	203228	official_symbol	zgc:100846	402895	Ortholog	1	mapped
