human_input	human_symbol	human_gene_id	input_match	zebrafish_symbol	zebrafish_gene_id	relationship	n_zebrafish_orthologs	status
FGF8	FGF8	2253	official_symbol				0	no_zebrafish_ortholog
FGFR1	FGFR1	2260	official_symbol				0	no_zebrafish_ortholog
FH	FH	2271	official_symbol	fh	393938	Ortholog	1	mapped
FICD	FICD	11153	official_symbol	ficd	334648	Ortholog	1	mapped
FIG4	FIG4	9896	official_symbol	fig4a	100334605	Ortholog	1	mapped
FILIP1	FILIP1	27145	official_symbol	filip1b	101883460	Ortholog	1	mapped
FIP1L1	FIP1L1	81608	official_symbol	fip1l1a	561900	Ortholog	1	mapped
FKBP14	FKBP14	55033	official_symbol	fkbp14	445077	Ortholog	1	mapped
FLAD1	FLAD1	80308	official_symbol	flad1	445492	Ortholog	1	mapped
FLI1	FLI1	2313	official_symbol	fli1	30619	Ortholog	1	mapped
FLNC	FLNC	2318	official_symbol				0	no_zebrafish_ortholog
FLRT3	FLRT3	23767	official_symbol	flrt3	558864	Ortholog	1	mapped
FLVCR1	FLVCR1	28982	official_symbol	flvcr1	562595	Ortholog	1	mapped
FMR1	FMR1	2332	official_symbol	fmr1	259191	Ortholog	1	mapped
FOXC2	FOXC2	2303	official_symbol				0	no_zebrafish_ortholog
FOXE1	FOXE1	2304	official_symbol	foxe1	567676	Ortholog	1	mapped
FOXG1	FOXG1	2290	official_symbol	foxg1a	30274	Ortholog	1	mapped
FOXRED1	FOXRED1	55572	official_symbol	foxred1	556387	Ortholog	1	mapped
FRG1	FRG1	2483	official_symbol	frg1	550491	Ortholog	1	mapped
FUCA1	FUCA1	2517	official_symbol				0	no_zebrafish_ortholog
FXN	FXN	2395	official_symbol	fxn	556389	Ortholog	1	mapped
FXYD2	FXYD2	486	official_symbol				0	no_zebrafish_ortholog
FZR1	FZR1	51343	official_symbol	fzr1a	393223	Ortholog	1	mapped
GABBR2	GABBR2	9568	official_symbol	gabbr2	560267	Ortholog	1	mapped
GABRA2	GABRA2	2555	official_symbol				0	no_zebrafish_ortholog
GABRA3	GABRA3	2556	official_symbol				0	no_zebrafish_ortholog
GABRA5	GABRA5	2558	official_symbol	gabra5	799124	Ortholog	1	mapped
GABRB2	GABRB2	2561	official_symbol				0	no_zebrafish_ortholog
GABRG2	GABRG2	2566	official_symbol	gabrg2	553402	Ortholog	1	mapped
GALC	GALC	2581	official_symbol				0	no_zebrafish_ortholog
GAN	GAN	8139	official_symbol	gan	100537435	Ortholog	1	mapped
GATM	GATM	2628	official_symbol	gatm	266799	Ortholog	1	mapped
GBA2	GBA2	57704	official_symbol	gba2	559240	Ortholog	1	mapped
GBE1	GBE1	2632	official_symbol				0	no_zebrafish_ortholog
GBF1	GBF1	8729	official_symbol	gbf1	566350	Ortholog	1	mapped
GCH1	GCH1	2643	official_symbol	gch1	100192219	Ortholog	1	mapped
GCK	GCK	2645	official_symbol	gck	751668	Ortholog	1	mapped
GDAP1	GDAP1	54332	official_symbol	gdap1	553702	Ortholog	1	mapped
GEMIN4	GEMIN4	50628	official_symbol	gemin4	324754	Ortholog	1	mapped
GFAP	GFAP	2670	official_symbol	gfap	30646	Ortholog	1	mapped
GFER	GFER	2671	official_symbol	gfer	560433	Ortholog	1	mapped
GFM2	GFM2	84340	official_symbol	gfm2	558184	Ortholog	1	mapped
GGPS1	GGPS1	9453	official_symbol	ggps1	336798	Ortholog	1	mapped
GJA1	GJA1	2697	official_symbol				0	no_zebrafish_ortholog
GJB1	GJB1	2705	official_symbol				0	no_zebrafish_ortholog
GJC2	GJC2	57165	official_symbol	gjc2	447835	Ortholog	1	mapped
GLE1	GLE1	2733	official_symbol	gle1	445408	Ortholog	1	mapped
GLT8D1	GLT8D1	55830	official_symbol	glt8d1	492466	Ortholog	1	mapped
GM2A	GM2A	2760	official_symbol	gm2a	550529	Ortholog	1	mapped
GMPPB	GMPPB	29925	official_symbol	gmppb	445097	Ortholog	1	mapped
GNA11	GNA11	2767	official_symbol				0	no_zebrafish_ortholog
GNAO1	GNAO1	2775	official_symbol	gnao1a	393760	Ortholog	1	mapped
GNB1	GNB1	2782	official_symbol	gnb1a	322104	Ortholog	1	mapped
GNB2	GNB2	2783	official_symbol	gnb2	541370	Ortholog	1	mapped
GNB4	GNB4	59345	official_symbol				0	no_zebrafish_ortholog
GNB5	GNB5	10681	official_symbol	gnb5b	393719	Ortholog	1	mapped
GNPTAB	GNPTAB	79158	official_symbol	gnptab	553365	Ortholog	1	mapped
GOSR2	GOSR2	9570	official_symbol	gosr2	324569	Ortholog	1	mapped
GPHN	GPHN	10243	official_symbol				0	no_zebrafish_ortholog
GPI	GPI	2821	official_symbol	gpib	246095	Ortholog	1	mapped
GRIA3	GRIA3	2892	official_symbol	gria3b	368416	Ortholog	1	mapped
GRIN1	GRIN1	2902	official_symbol				0	no_zebrafish_ortholog
GRIN2A	GRIN2A	2903	official_symbol	grin2aa	563297	Ortholog	1	mapped
GRIN2D	GRIN2D	2906	official_symbol				0	no_zebrafish_ortholog
GRM7	GRM7	2917	official_symbol				0	no_zebrafish_ortholog
GSN	GSN	2934	official_symbol				0	no_zebrafish_ortholog
GTPBP2	GTPBP2	54676	official_symbol	gtpbp2a	799373	Ortholog	1	mapped
GYG1	GYG1	2992	official_symbol				0	no_zebrafish_ortholog
HADHA	HADHA	3030	official_symbol				0	no_zebrafish_ortholog
HADHB	HADHB	3032	official_symbol	hadhb	336606	Ortholog	1	mapped
HAMP	HAMP	57817	official_symbol	hamp	402837	Ortholog	1	mapped
HARS1	HARS1	3035	official_symbol	hars	447847	Ortholog	1	mapped
HCN1	HCN1	348980	official_symbol				0	no_zebrafish_ortholog
HESX1	HESX1	8820	official_symbol	hesx1	30620	Ortholog	1	mapped
HEXA	HEXA	3073	official_symbol	hexa	550460	Ortholog	1	mapped
HFE	HFE	3077	official_symbol				0	no_zebrafish_ortholog
HINT1	HINT1	3094	official_symbol	hint1	449551	Ortholog	1	mapped
HIVEP2	HIVEP2	3097	official_symbol	hivep2a	562048	Ortholog	1	mapped
HJV	HJV	148738	official_symbol	hjv	321932	Ortholog	1	mapped
HK1	HK1	3098	official_symbol	hk1	406791	Ortholog	1	mapped
HLA-B	HLA-B	3106	official_symbol				0	no_zebrafish_ortholog
HLA-DQB1	HLA-DQB1	3119	official_symbol				0	no_zebrafish_ortholog
HLA-DRB1	HLA-DRB1	3123	official_symbol				0	no_zebrafish_ortholog
HMBS	HMBS	3145	official_symbol				0	no_zebrafish_ortholog
HMGCR	HMGCR	3156	official_symbol	hmgcra	559054	Ortholog	1	mapped
HNRNPDL	HNRNPDL	9987	official_symbol	hnrnpdl	406701	Ortholog	1	mapped
HOXB1	HOXB1	3211	official_symbol	hoxb1a	30337	Ortholog	1	mapped
HPRT1	HPRT1	3251	official_symbol	hprt1	406259	Ortholog	1	mapped
HS6ST1	HS6ST1	9394	official_symbol				0	no_zebrafish_ortholog
HSD17B10	HSD17B10	3028	official_symbol	hsd17b10	450078	Ortholog	1	mapped
HSPB1	HSPB1	3315	official_symbol	hspb1	368243	Ortholog	1	mapped
HSPB3	HSPB3	8988	official_symbol	hspb3	568180	Ortholog	1	mapped
HSPD1	HSPD1	3329	official_symbol	hspd1	282676	Ortholog	1	mapped
HSPG2	HSPG2	3339	official_symbol	hspg2	565429	Ortholog	1	mapped
HTT	HTT	3064	official_symbol	htt	30214	Ortholog	1	mapped
HYCC1	HYCC1	84668	official_symbol	hycc1	402926	Ortholog	1	mapped
IARS2	IARS2	55699	official_symbol	iars2	100001219	Ortholog	1	mapped
IBA57	IBA57	200205	official_symbol	iba57	100330979	Ortholog	1	mapped
IFT140	IFT140	9742	official_symbol	ift140	553213	Ortholog	1	mapped
IGHMBP2	IGHMBP2	3508	official_symbol	ighmbp2	556484	Ortholog	1	mapped
IL12B	IL12B	3593	official_symbol	il12ba	445373	Ortholog	1	mapped
IL17RD	IL17RD	54756	official_symbol	il17rd	171474	Ortholog	1	mapped
IMPDH2	IMPDH2	3615	official_symbol	impdh2	317745	Ortholog	1	mapped
INF2	INF2	64423	official_symbol	inf2	141378492	Ortholog	1	mapped
INPP5E	INPP5E	56623	official_symbol	inpp5e	606579	Ortholog	1	mapped
INPP5K	INPP5K	51763	official_symbol				0	no_zebrafish_ortholog
IRAK1	IRAK1	3654	official_symbol	irak1	569226	Ortholog	1	mapped
IREB2	IREB2	3658	official_symbol	ireb2	652982	Ortholog	1	mapped
IRF2BP2	IRF2BP2	359948	official_symbol	irf2bp2a	335866	Ortholog	1	mapped
IRF4	IRF4	3662	official_symbol				0	no_zebrafish_ortholog
IRF5	IRF5	3663	official_symbol	irf5	405811	Ortholog	1	mapped
ITGB4	ITGB4	3691	official_symbol	itgb4	335269	Ortholog	1	mapped
ITPR1	ITPR1	3708	official_symbol				0	no_zebrafish_ortholog
ITPR3	ITPR3	3710	official_symbol	itpr3	794666	Ortholog	1	mapped
JAG1	JAG1	182	official_symbol	jag1b	140423	Ortholog	1	mapped
JPH1	JPH1	56704	official_symbol	jph1b	556485	Ortholog	1	mapped
KARS1	KARS1	3735	official_symbol	kars1	280647	Ortholog	1	mapped
KCNA1	KCNA1	3736	official_symbol				0	no_zebrafish_ortholog
KCNA2	KCNA2	3737	official_symbol				0	no_zebrafish_ortholog
KCNB1	KCNB1	3745	official_symbol	kcnb1	555284	Ortholog	1	mapped
KCNC2	KCNC2	3747	official_symbol	kcnc2	100037377	Ortholog	1	mapped
KCNE3	KCNE3	10008	official_symbol				0	no_zebrafish_ortholog
KCNH5	KCNH5	27133	official_symbol	kcnh5b	100331767	Ortholog	1	mapped
KCNJ1	KCNJ1	3758	official_symbol				0	no_zebrafish_ortholog
KCNJ10	KCNJ10	3766	official_symbol				0	no_zebrafish_ortholog
KCNJ11	KCNJ11	3767	official_symbol	kcnj11	664687	Ortholog	1	mapped
KCNJ18	KCNJ18	100134444	official_symbol				0	no_zebrafish_ortholog
KCNJ5	KCNJ5	3762	official_symbol	kcnj5	571888	Ortholog	1	mapped
KCNK9	KCNK9	51305	official_symbol	kcnk9	799704	Ortholog	1	mapped
KDM1A	KDM1A	23028	official_symbol	kdm1a	558450	Ortholog	1	mapped
KIF1A	KIF1A	547	official_symbol				0	no_zebrafish_ortholog
KIF1B	KIF1B	23095	official_symbol	kif1b	369190	Ortholog	1	mapped
KLC4	KLC4	89953	official_symbol	klc1b	335499	Ortholog	1	mapped
KLHL24	KLHL24	54800	official_symbol	klhl24a	768198	Ortholog	1	mapped
KLHL9	KLHL9	55958	official_symbol				0	no_zebrafish_ortholog
KMT2D	KMT2D	8085	official_symbol	kmt2d	100536523	Ortholog	1	mapped
KPNA3	KPNA3	3839	official_symbol	kpna3	368640	Ortholog	1	mapped
KRAS	KRAS	3845	official_symbol	kras	445289	Ortholog	1	mapped
KRIT1	KRIT1	889	official_symbol	krit1	321836	Ortholog	1	mapped
L1CAM	L1CAM	3897	official_symbol				0	no_zebrafish_ortholog
LAMP2	LAMP2	3920	official_symbol	lamp2	541406	Ortholog	1	mapped
LBR	LBR	3930	official_symbol	lbr	368360	Ortholog	1	mapped
LDB3	LDB3	11155	official_symbol	ldb3a	794339	Ortholog	1	mapped
LGI4	LGI4	163175	official_symbol				0	no_zebrafish_ortholog
LIG3	LIG3	3980	official_symbol	lig3	563276	Ortholog	1	mapped
LIMS2	LIMS2	55679	official_symbol				0	no_zebrafish_ortholog
LIPE	LIPE	3991	official_symbol	lipeb	557893	Ortholog	1	mapped
LITAF	LITAF	9516	official_symbol				0	no_zebrafish_ortholog
LMNB1	LMNB1	4001	official_symbol	lmnb1	195816	Ortholog	1	mapped
LRIF1	LRIF1	55791	official_symbol	lrif1	560890	Ortholog	1	mapped
LRP5	LRP5	4041	official_symbol	lrp5	568518	Ortholog	1	mapped
LRPPRC	LRPPRC	10128	official_symbol	lrpprc	557195	Ortholog	1	mapped
LRSAM1	LRSAM1	90678	official_symbol	lrsam1	562066	Ortholog	1	mapped
LTBP4	LTBP4	8425	official_symbol	ltbp4	100333499	Ortholog	1	mapped
LYRM7	LYRM7	90624	official_symbol	lyrm7	100002948	Ortholog	1	mapped
LYST	LYST	1130	official_symbol	lyst	100150726	Ortholog	1	mapped
LZTR1	LZTR1	8216	official_symbol	lztr1	792832	Ortholog	1	mapped
MAN2B2	MAN2B2	23324	official_symbol	man2b2	100003570	Ortholog	1	mapped
MAP2K2	MAP2K2	5605	official_symbol	map2k2a	563181	Ortholog	1	mapped
MAPT	MAPT	4137	official_symbol				0	no_zebrafish_ortholog
MARS1	MARS1	4141	official_symbol	mars1	338183	Ortholog	1	mapped
MCM3AP	MCM3AP	8888	official_symbol	mcm3ap	436589	Ortholog	1	mapped
MDH2	MDH2	4191	official_symbol	mdh2	406405	Ortholog	1	mapped
MECR	MECR	51102	official_symbol	mecr	550550	Ortholog	1	mapped
MED25	MED25	81857	official_symbol	med25	406793	Ortholog	1	mapped
MEN1	MEN1	4221	official_symbol	men1	30130	Ortholog	1	mapped
MFF	MFF	56947	official_symbol	mffa	393508	Ortholog	1	mapped
MFSD2A	MFSD2A	84879	official_symbol	mfsd2ab	445176	Ortholog	1	mapped
MGME1	MGME1	92667	official_symbol	mgme1	494097	Ortholog	1	mapped
MICOS13	MICOS13	125988	official_symbol	micos13	558738	Ortholog	1	mapped
MIEF2	MIEF2	125170	official_symbol				0	no_zebrafish_ortholog
MINPP1	MINPP1	9562	official_symbol	minpp1b	394075	Ortholog	1	mapped
MLX	MLX	6945	official_symbol	mlx	554119	Ortholog	1	mapped
MME	MME	4311	official_symbol				0	no_zebrafish_ortholog
MMUT	MMUT	4594	official_symbol	mmut	569581	Ortholog	1	mapped
MORC2	MORC2	22880	official_symbol	morc2	445488	Ortholog	1	mapped
MPV17	MPV17	4358	official_symbol	mpv17	394140	Ortholog	1	mapped
MPZ	MPZ	4359	official_symbol	mpz	114417	Ortholog	1	mapped
MRAS	MRAS	22808	official_symbol				0	no_zebrafish_ortholog
MRPL12	MRPL12	6182	official_symbol	mrpl12	550391	Ortholog	1	mapped
MRPS2	MRPS2	51116	official_symbol	mrps2	791211	Ortholog	1	mapped
MRPS25	MRPS25	64432	official_symbol	mrps25	550252	Ortholog	1	mapped
MT-ATP8			not_found				0	human_gene_not_found
MT-CO2	MTCO2P12	107075310	synonym				0	no_zebrafish_ortholog
MT-ND3			not_found				0	human_gene_not_found
MT-TE			not_found				0	human_gene_not_found
MT-TF			not_found				0	human_gene_not_found
MT-TH			not_found				0	human_gene_not_found
MT-TI			not_found				0	human_gene_not_found
MT-TK			not_found				0	human_gene_not_found
MT-TL1			not_found				0	human_gene_not_found
MT-TL2			not_found				0	human_gene_not_found
MT-TN			not_found				0	human_gene_not_found
MT-TP			not_found				0	human_gene_not_found
MT-TQ			not_found				0	human_gene_not_found
MT-TS2			not_found				0	human_gene_not_found
MT-TV			not_found				0	human_gene_not_found
MT-TW			not_found				0	human_gene_not_found
MTAP	MTAP	4507	official_symbol	mtap	393526	Ortholog	1	mapped
MTHFR	MTHFR	4524	official_symbol	mthfr	567547	Ortholog	1	mapped
MTMR14	MTMR14	64419	official_symbol	mtmr14	323929	Ortholog	1	mapped
MTMR2	MTMR2	8898	official_symbol	mtmr2	30644	Ortholog	1	mapped
MTRFR	MTRFR	91574	official_symbol	mtrfr	100004874	Ortholog	1	mapped
MTTP	MTTP	4547	official_symbol	mttp	406207	Ortholog	1	mapped
MYBPC1	MYBPC1	4604	official_symbol	mybpc1	492356	Ortholog	1	mapped
NAA80	NAA80	24142	official_symbol	naa80	101886319	Ortholog	1	mapped
NABP1	NABP1	64859	official_symbol	nabp1a	494100	Ortholog	1	mapped
NACC1	NACC1	112939	official_symbol				0	no_zebrafish_ortholog
NADK2	NADK2	133686	official_symbol	nadk2	445071	Ortholog	1	mapped
NAGA	NAGA	4668	official_symbol	naga	560778	Ortholog	1	mapped
NAGLU	NAGLU	4669	official_symbol	naglu	560126	Ortholog	1	mapped
NARS2	NARS2	79731	official_symbol	nars2	561673	Ortholog	1	mapped
NBN	NBN	4683	official_symbol	nbn	544655	Ortholog	1	mapped
NDE1	NDE1	54820	official_symbol	nde1	566146	Ortholog	1	mapped
NDNF	NDNF	79625	official_symbol	ndnf	561437	Ortholog	1	mapped
NDP	NDP	4693	official_symbol	ndp	100003793	Ortholog	1	mapped
NDRG1	NDRG1	10397	official_symbol	ndrg1b	393665	Ortholog	1	mapped
NDUFA1	NDUFA1	4694	official_symbol	ndufa1	415243	Ortholog	1	mapped
NDUFA10	NDUFA10	4705	official_symbol	ndufa10	321951	Ortholog	1	mapped
NDUFA11	NDUFA11	126328	official_symbol	ndufa11	393497	Ortholog	1	mapped
NDUFA13	NDUFA13	51079	official_symbol	ndufa13	393687	Ortholog	1	mapped
NDUFA6	NDUFA6	4700	official_symbol	ndufa6	393943	Ortholog	1	mapped
NDUFA8	NDUFA8	4702	official_symbol	ndufa8	393700	Ortholog	1	mapped
NDUFAF1	NDUFAF1	51103	official_symbol	ndufaf1	503714	Ortholog	1	mapped
NDUFAF2	NDUFAF2	91942	official_symbol	ndufaf2	100003850	Ortholog	1	mapped
NDUFAF3	NDUFAF3	25915	official_symbol	ndufaf3	791133	Ortholog	1	mapped
NDUFAF4	NDUFAF4	29078	official_symbol	ndufaf4	794169	Ortholog	1	mapped
NDUFAF5	NDUFAF5	79133	official_symbol	ndufaf5	794020	Ortholog	1	mapped
NDUFAF6	NDUFAF6	137682	official_symbol	ndufaf6	569692	Ortholog	1	mapped
NDUFAF8	NDUFAF8	284184	official_symbol	ndufaf8	386981	Ortholog	1	mapped
NDUFB10	NDUFB10	4716	official_symbol	ndufb10	393703	Ortholog	1	mapped
NDUFB11	NDUFB11	54539	official_symbol	ndufb11	562219	Ortholog	1	mapped
NDUFB3	NDUFB3	4709	official_symbol				0	no_zebrafish_ortholog
NDUFB9	NDUFB9	4715	official_symbol	ndufb9	573021	Ortholog	1	mapped
NDUFS1	NDUFS1	4719	official_symbol	ndufs1	493605	Ortholog	1	mapped
NDUFS3	NDUFS3	4722	official_symbol	ndufs3	550451	Ortholog	1	mapped
NDUFS4	NDUFS4	4724	official_symbol	ndufs4	573689	Ortholog	1	mapped
NDUFS6	NDUFS6	4726	official_symbol	ndufs6	447913	Ortholog	1	mapped
NDUFS7	NDUFS7	374291	official_symbol	ndufs7	796997	Ortholog	1	mapped
NDUFS8	NDUFS8	4728	official_symbol				0	no_zebrafish_ortholog
NDUFV1	NDUFV1	4723	official_symbol	ndufv1	445291	Ortholog	1	mapped
NDUFV2	NDUFV2	4729	official_symbol	ndufv2	393720	Ortholog	1	mapped
NECAP1	NECAP1	25977	official_symbol	necap1	393695	Ortholog	1	mapped
NEFL	NEFL	4747	official_symbol				0	no_zebrafish_ortholog
NEK1	NEK1	4750	official_symbol	nek1	556002	Ortholog	1	mapped
NEU1	NEU1	4758	official_symbol	neu1	559850	Ortholog	1	mapped
NEUROD2	NEUROD2	4761	official_symbol	neurod2	114435	Ortholog	1	mapped
NF2	NF2	4771	official_symbol	nf2a	561184	Ortholog	1	mapped
NFE2L2	NFE2L2	4780	official_symbol	nfe2l2a	360149	Ortholog	1	mapped
NFU1	NFU1	27247	official_symbol				0	no_zebrafish_ortholog
NGLY1	NGLY1	55768	official_symbol	ngly1	553627	Ortholog	1	mapped
NIPA1	NIPA1	123606	official_symbol	nipa1	450042	Ortholog	1	mapped
NKX2-1	NKX2-1	7080	official_symbol	nkx2-1	81883	Ortholog	1	mapped
NKX2-5	NKX2-5	1482	official_symbol	nkx2-5	30696	Ortholog	1	mapped
NOD2	NOD2	64127	official_symbol	nod2	777696	Ortholog	1	mapped
NONO	NONO	4841	official_symbol	nono	321994	Ortholog	1	mapped
NOP56	NOP56	10528	official_symbol	nop56	394196	Ortholog	1	mapped
NPM1	NPM1	4869	official_symbol				0	no_zebrafish_ortholog
NR3C1	NR3C1	2908	official_symbol	nr3c1	553740	Ortholog	1	mapped
NR4A2	NR4A2	4929	official_symbol	nr4a2b	436679	Ortholog	1	mapped
NRAS	NRAS	4893	official_symbol	nras	30380	Ortholog	1	mapped
NSUN3	NSUN3	63899	official_symbol	nsun3	553534	Ortholog	1	mapped
NTNG2	NTNG2	84628	official_symbol	ntng2a	560014	Ortholog	1	mapped
NTRK2	NTRK2	4915	official_symbol	ntrk2a	65090	Ortholog	1	mapped
NUBPL	NUBPL	80224	official_symbol	nubpl	436715	Ortholog	1	mapped
NUMA1	NUMA1	4926	official_symbol	numa1	572344	Ortholog	1	mapped
NUP54	NUP54	53371	official_symbol	nup54	335750	Ortholog	1	mapped
NUP62	NUP62	23636	official_symbol				0	no_zebrafish_ortholog
NUS1	NUS1	116150	official_symbol	nus1	436629	Ortholog	1	mapped
NUTM2B-AS1	NUTM2B-AS1	101060691	official_symbol				0	no_zebrafish_ortholog
OAT	OAT	4942	official_symbol	oat	572518	Ortholog	1	mapped
OPTN	OPTN	10133	official_symbol	optn	336159	Ortholog	1	mapped
OSTM1	OSTM1	28962	official_symbol	ostm1	100320445	Ortholog	1	mapped
P4HA2	P4HA2	8974	official_symbol				0	no_zebrafish_ortholog
PABPN1	PABPN1	8106	official_symbol	pabpn1	406543	Ortholog	1	mapped
PACS2	PACS2	23241	official_symbol				0	no_zebrafish_ortholog
PAFAH1B1	PAFAH1B1	5048	official_symbol				0	no_zebrafish_ortholog
PARS2	PARS2	25973	official_symbol	pars2	325494	Ortholog	1	mapped
PAX8	PAX8	7849	official_symbol	pax8	60637	Ortholog	1	mapped
PCLO	PCLO	27445	official_symbol	pcloa	100148002	Ortholog	1	mapped
PCNA	PCNA	5111	official_symbol	pcna	30678	Ortholog	1	mapped
PDCD10	PDCD10	11235	official_symbol	pdcd10a	393527	Ortholog	1	mapped
PDE11A	PDE11A	50940	official_symbol	pde11a	561338	Ortholog	1	mapped
PDGFB	PDGFB	5155	official_symbol				0	no_zebrafish_ortholog
PDK3	PDK3	5165	official_symbol				0	no_zebrafish_ortholog
PDXK	PDXK	8566	official_symbol				0	no_zebrafish_ortholog
PET100	PET100	100131801	official_symbol	pet100	100334510	Ortholog	1	mapped
PEX1	PEX1	5189	official_symbol	pex1	793906	Ortholog	1	mapped
PEX10	PEX10	5192	official_symbol	pex10	449821	Ortholog	1	mapped
PEX11B	PEX11B	8799	official_symbol	pex11b	566742	Ortholog	1	mapped
PEX12	PEX12	5193	official_symbol	pex12	393174	Ortholog	1	mapped
PEX13	PEX13	5194	official_symbol	pex13	393618	Ortholog	1	mapped
PEX14	PEX14	5195	official_symbol	pex14	559933	Ortholog	1	mapped
PEX16	PEX16	9409	official_symbol	pex16	573990	Ortholog	1	mapped
PEX19	PEX19	5824	official_symbol	pex19	324778	Ortholog	1	mapped
PEX2	PEX2	5828	official_symbol	pex2	556228	Ortholog	1	mapped
PEX26	PEX26	55670	official_symbol	pex26	334644	Ortholog	1	mapped
PEX3	PEX3	8504	official_symbol	pex3	393197	Ortholog	1	mapped
PEX5	PEX5	5830	official_symbol	pex5	394131	Ortholog	1	mapped
PEX6	PEX6	5190	official_symbol	pex6	792998	Ortholog	1	mapped
PEX7	PEX7	5191	official_symbol	pex7	541405	Ortholog	1	mapped
PFN1	PFN1	5216	official_symbol				0	no_zebrafish_ortholog
PGAP2	PGAP2	27315	official_symbol	pgap2	541417	Ortholog	1	mapped
PGK1	PGK1	5230	official_symbol				0	no_zebrafish_ortholog
PGM1	PGM1	5236	official_symbol	pgm1	394000	Ortholog	1	mapped
PGM2L1	PGM2L1	283209	official_symbol	pgm2l1	449945	Ortholog	1	mapped
PHACTR1	PHACTR1	221692	official_symbol	phactr1	100334776	Ortholog	1	mapped
PHEX	PHEX	5251	official_symbol	phex	386969	Ortholog	1	mapped
PHKA2	PHKA2	5256	official_symbol				0	no_zebrafish_ortholog
PHKB	PHKB	5257	official_symbol	phkb	569706	Ortholog	1	mapped
PHKG1	PHKG1	5260	official_symbol				0	no_zebrafish_ortholog
PHKG2	PHKG2	5261	official_symbol	phkg2	393937	Ortholog	1	mapped
PHYH	PHYH	5264	official_symbol	phyh	550521	Ortholog	1	mapped
PI4KA	PI4KA	5297	official_symbol				0	no_zebrafish_ortholog
PIEZO2	PIEZO2	63895	official_symbol	piezo2b	100534973	Ortholog	1	mapped
PIGA	PIGA	5277	official_symbol	piga	791759	Ortholog	1	mapped
PIGF	PIGF	5281	official_symbol	pigf	402942	Ortholog	1	mapped
PIGN	PIGN	23556	official_symbol	pign	556797	Ortholog	1	mapped
PIGP	PIGP	51227	official_symbol	pigp	325316	Ortholog	1	mapped
PIGQ	PIGQ	9091	official_symbol	pigq	321218	Ortholog	1	mapped
PIK3CA	PIK3CA	5290	official_symbol	pik3ca	561737	Ortholog	1	mapped
PIK3R5	PIK3R5	23533	official_symbol	pik3r5	323588	Ortholog	1	mapped
PLA2G6	PLA2G6	8398	official_symbol	pla2g6	406370	Ortholog	1	mapped
PLAA	PLAA	9373	official_symbol	plaa	324855	Ortholog	1	mapped
PLEKHG5	PLEKHG5	57449	official_symbol				0	no_zebrafish_ortholog
PLIN4	PLIN4	729359	official_symbol				0	no_zebrafish_ortholog
PLP1	PLP1	5354	official_symbol	plp1a	64264	Ortholog	1	mapped
PLXND1	PLXND1	23129	official_symbol	plxnd1	402998	Ortholog	1	mapped
PML	PML	5371	official_symbol				0	no_zebrafish_ortholog
PMM2	PMM2	5373	official_symbol	pmm2	368229	Ortholog	1	mapped
PMP2	PMP2	5375	official_symbol				0	no_zebrafish_ortholog
PMP22	PMP22	5376	official_symbol	pmp22b	678607	Ortholog	1	mapped
PMPCA	PMPCA	23203	official_symbol	pmpca	492801	Ortholog	1	mapped
PMPCB	PMPCB	9512	official_symbol	pmpcb	503532	Ortholog	1	mapped
PNKD	PNKD	25953	official_symbol				0	no_zebrafish_ortholog
PNKP	PNKP	11284	official_symbol	pnkp	569462	Ortholog	1	mapped
PNPLA2	PNPLA2	57104	official_symbol	pnpla2	101887155	Ortholog	1	mapped
PNPLA6	PNPLA6	10908	official_symbol	pnpla6	560986	Ortholog	1	mapped
PNPLA8	PNPLA8	50640	official_symbol	pnpla8	100126812	Ortholog	1	mapped
POGLUT1	POGLUT1	56983	official_symbol	poglut1	641495	Ortholog	1	mapped
POLG2	POLG2	11232	official_symbol	polg2	100150674	Ortholog	1	mapped
POLR1A	POLR1A	25885	official_symbol	polr1a	327078	Ortholog	1	mapped
POLR3A	POLR3A	11128	official_symbol	polr3a	572258	Ortholog	1	mapped
POLR3GL	POLR3GL	84265	official_symbol	polr3glb	449786	Ortholog	1	mapped
POLRMT	POLRMT	5442	official_symbol	polrmt	100034434	Ortholog	1	mapped
POMGNT2	POMGNT2	84892	official_symbol	pomgnt2	497644	Ortholog	1	mapped
POMK	POMK	84197	official_symbol	pomk	492773	Ortholog	1	mapped
PON1	PON1	5444	official_symbol				0	no_zebrafish_ortholog
PON2	PON2	5445	official_symbol				0	no_zebrafish_ortholog
PON3	PON3	5446	official_symbol				0	no_zebrafish_ortholog
POU3F4	POU3F4	5456	official_symbol				0	no_zebrafish_ortholog
PPARGC1A	PPARGC1A	10891	official_symbol	ppargc1a	553418	Ortholog	1	mapped
PPOX	PPOX	5498	official_symbol	ppox	664750	Ortholog	1	mapped
PPP1R15B	PPP1R15B	84919	official_symbol	ppp1r15b	100538163	Ortholog	1	mapped
PRKACA	PRKACA	5566	official_symbol				0	no_zebrafish_ortholog
PRKAR1A	PRKAR1A	5573	official_symbol				0	no_zebrafish_ortholog
PRNP	PRNP	5621	official_symbol				0	no_zebrafish_ortholog
PROK2	PROK2	60675	official_symbol				0	no_zebrafish_ortholog
PROKR2	PROKR2	128674	official_symbol				0	no_zebrafish_ortholog
PRORP	PRORP	9692	official_symbol	prorp	555630	Ortholog	1	mapped
